date;consumption_kwh_per_minute
2006-12-16;0.07027
2006-12-17;0.07027
2006-12-18;0.07027
2006-12-19;0.07027
2006-12-20;0.07027
2006-12-21;0.08933
2006-12-22;0.08933
2006-12-23;0.08933
2006-12-24;0.08933
2006-12-25;0.08933
2006-12-26;0.08957
2006-12-27;0.08957
2006-12-28;0.08957
2006-12-29;0.08957
2006-12-30;0.08957
2006-12-31;0.0898
2007-01-01;0.0898
2007-01-02;0.0898
2007-01-03;0.0898
2007-01-04;0.0898
2007-01-05;0.0611
2007-01-06;0.0611
2007-01-07;0.0611
2007-01-08;0.0611
2007-01-09;0.0611
2007-01-10;0.05867
2007-01-11;0.05867
2007-01-12;0.05867
2007-01-13;0.05867
2007-01-14;0.05867
2007-01-15;0.0617
2007-01-16;0.0617
2007-01-17;0.0617
2007-01-18;0.0617
2007-01-19;0.0617
2007-01-20;0.06167
2007-01-21;0.06167
2007-01-22;0.06167
2007-01-23;0.06167
2007-01-24;0.06167
2007-01-25;0.06113
2007-01-26;0.06113
2007-01-27;0.06113
2007-01-28;0.06113
2007-01-29;0.06113
2007-01-30;0.06103
2007-01-31;0.06103
2007-02-01;0.06103
2007-02-02;0.06103
2007-02-03;0.06103
2007-02-04;0.07413
2007-02-05;0.07413
2007-02-06;0.07413
2007-02-07;0.07413
2007-02-08;0.07413
2007-02-09;0.0902
2007-02-10;0.0902
2007-02-11;0.0902
2007-02-12;0.0902
2007-02-13;0.0902
2007-02-14;0.08707
2007-02-15;0.08707
2007-02-16;0.08707
2007-02-17;0.08707
2007-02-18;0.08707
2007-02-19;0.0878
2007-02-20;0.0878
2007-02-21;0.0878
2007-02-22;0.0878
2007-02-23;0.0878
2007-02-24;0.06757
2007-02-25;0.06757
2007-02-26;0.06757
2007-02-27;0.06757
2007-02-28;0.06757
2007-03-01;0.0564
2007-03-02;0.0564
2007-03-03;0.0564
2007-03-04;0.0564
2007-03-05;0.0564
2007-03-06;0.0545
2007-03-07;0.0545
2007-03-08;0.0545
2007-03-09;0.0545
2007-03-10;0.0545
2007-03-11;0.05717
2007-03-12;0.05717
2007-03-13;0.05717
2007-03-14;0.05717
2007-03-15;0.05717
2007-03-16;0.05443
2007-03-17;0.05443
2007-03-18;0.05443
2007-03-19;0.05443
2007-03-20;0.05443
2007-03-21;0.06213
2007-03-22;0.06213
2007-03-23;0.06213
2007-03-24;0.06213
2007-03-25;0.06213
2007-03-26;0.09823
2007-03-27;0.09823
2007-03-28;0.09823
2007-03-29;0.09823
2007-03-30;0.09823
2007-03-31;0.12843
2007-04-01;0.12843
2007-04-02;0.12843
2007-04-03;0.12843
2007-04-04;0.12843
2007-04-05;0.1171
2007-04-06;0.1171
2007-04-07;0.1171
2007-04-08;0.1171
2007-04-09;0.1171
2007-04-10;0.08623
2007-04-11;0.08623
2007-04-12;0.08623
2007-04-13;0.08623
2007-04-14;0.08623
2007-04-15;0.07457
2007-04-16;0.07457
2007-04-17;0.07457
2007-04-18;0.07457
2007-04-19;0.07457
2007-04-20;0.05413
2007-04-21;0.05413
2007-04-22;0.05413
2007-04-23;0.05413
2007-04-24;0.05413
2007-04-25;0.05393
2007-04-26;0.05393
2007-04-27;0.05393
2007-04-28;0.05393
2007-04-30;0.05393
2007-05-01;0.0538
2007-05-02;0.0538
2007-05-03;0.0538
2007-05-04;0.0538
2007-05-05;0.0538
2007-05-06;0.0543
2007-05-07;0.0543
2007-05-08;0.0543
2007-05-09;0.0543
2007-05-10;0.0543
2007-05-11;0.05297
2007-05-12;0.05297
2007-05-13;0.05297
2007-05-14;0.05297
2007-05-15;0.05297
2007-05-16;0.04533
2007-05-17;0.04533
2007-05-18;0.04533
2007-05-19;0.04533
2007-05-20;0.04533
2007-05-21;0.06263
2007-05-22;0.06263
2007-05-23;0.06263
2007-05-24;0.06263
2007-05-25;0.06263
2007-05-26;0.07237
2007-05-27;0.07237
2007-05-28;0.07237
2007-05-29;0.07237
2007-05-30;0.07237
2007-05-31;0.0752
2007-06-01;0.0752
2007-06-02;0.0752
2007-06-03;0.0752
2007-06-04;0.0752
2007-06-05;0.06763
2007-06-06;0.06763
2007-06-07;0.06763
2007-06-08;0.06763
2007-06-09;0.06763
2007-06-10;0.0412
2007-06-11;0.0412
2007-06-12;0.0412
2007-06-13;0.0412
2007-06-14;0.0412
2007-06-15;0.0465
2007-06-16;0.0465
2007-06-17;0.0465
2007-06-18;0.0465
2007-06-19;0.0465
2007-06-20;0.04373
2007-06-21;0.04373
2007-06-22;0.04373
2007-06-23;0.04373
2007-06-24;0.04373
2007-06-25;0.0462
2007-06-26;0.0462
2007-06-27;0.0462
2007-06-28;0.0462
2007-06-29;0.0462
2007-06-30;0.06233
2007-07-01;0.06233
2007-07-02;0.06233
2007-07-03;0.06233
2007-07-04;0.06233
2007-07-05;0.08213
2007-07-06;0.08213
2007-07-07;0.08213
2007-07-08;0.08213
2007-07-09;0.08213
2007-07-10;0.10087
2007-07-11;0.10087
2007-07-12;0.10087
2007-07-13;0.10087
2007-07-14;0.10087
2007-07-15;0.11253
2007-07-16;0.11253
2007-07-17;0.11253
2007-07-18;0.11253
2007-07-19;0.11253
2007-07-20;0.1079
2007-07-21;0.1079
2007-07-22;0.1079
2007-07-23;0.1079
2007-07-24;0.1079
2007-07-25;0.10513
2007-07-26;0.10513
2007-07-27;0.10513
2007-07-28;0.10513
2007-07-29;0.10513
2007-07-30;0.0744
2007-07-31;0.0744
2007-08-01;0.0744
2007-08-02;0.0744
2007-08-03;0.0744
2007-08-04;0.0566
2007-08-05;0.0566
2007-08-06;0.0566
2007-08-07;0.0566
2007-08-08;0.0566
2007-08-09;0.0515
2007-08-10;0.0515
2007-08-11;0.0515
2007-08-12;0.0515
2007-08-13;0.0515
2007-08-14;0.06217
2007-08-15;0.06217
2007-08-16;0.06217
2007-08-17;0.06217
2007-08-18;0.06217
2007-08-19;0.03847
2007-08-20;0.03847
2007-08-21;0.03847
2007-08-22;0.03847
2007-08-23;0.03847
2007-08-24;0.0398
2007-08-25;0.0398
2007-08-26;0.0398
2007-08-27;0.0398
2007-08-28;0.0398
2007-08-29;0.07663
2007-08-30;0.07663
2007-08-31;0.07663
2007-09-01;0.07663
2007-09-02;0.07663
2007-09-03;0.0754
2007-09-04;0.0754
2007-09-05;0.0754
2007-09-06;0.0754
2007-09-07;0.0754
2007-09-08;0.07003
2007-09-09;0.07003
2007-09-10;0.07003
2007-09-11;0.07003
2007-09-12;0.07003
2007-09-13;0.07453
2007-09-14;0.07453
2007-09-15;0.07453
2007-09-16;0.07453
2007-09-17;0.07453
2007-09-18;0.04753
2007-09-19;0.04753
2007-09-20;0.04753
2007-09-21;0.04753
2007-09-22;0.04753
2007-09-23;0.0488
2007-09-24;0.0488
2007-09-25;0.0488
2007-09-26;0.0488
2007-09-27;0.0488
2007-09-28;0.049
2007-09-29;0.049
2007-09-30;0.049
2007-10-01;0.049
2007-10-02;0.049
2007-10-03;0.0489
2007-10-04;0.0489
2007-10-05;0.0489
2007-10-06;0.0489
2007-10-07;0.0489
2007-10-08;0.04877
2007-10-09;0.04877
2007-10-10;0.04877
2007-10-11;0.04877
2007-10-12;0.04877
2007-10-13;0.05753
2007-10-14;0.05753
2007-10-15;0.05753
2007-10-16;0.05753
2007-10-17;0.05753
2007-10-18;0.08117
2007-10-19;0.08117
2007-10-20;0.08117
2007-10-21;0.08117
2007-10-22;0.08117
2007-10-23;0.08113
2007-10-24;0.08113
2007-10-25;0.08113
2007-10-26;0.08113
2007-10-27;0.08113
2007-10-28;0.0811
2007-10-29;0.0811
2007-10-30;0.0811
2007-10-31;0.0811
2007-11-01;0.0811
2007-11-02;0.05293
2007-11-03;0.05293
2007-11-04;0.05293
2007-11-05;0.05293
2007-11-06;0.05293
2007-11-07;0.04867
2007-11-08;0.04867
2007-11-09;0.04867
2007-11-10;0.04867
2007-11-11;0.04867
2007-11-12;0.04883
2007-11-13;0.04883
2007-11-14;0.04883
2007-11-15;0.04883
2007-11-16;0.04883
2007-11-17;0.04853
2007-11-18;0.04853
2007-11-19;0.04853
2007-11-20;0.04853
2007-11-21;0.04853
2007-11-22;0.04347
2007-11-23;0.04347
2007-11-24;0.04347
2007-11-25;0.04347
2007-11-26;0.04347
2007-11-27;0.04523
2007-11-28;0.04523
2007-11-29;0.04523
2007-11-30;0.04523
2007-12-01;0.04523
2007-12-02;0.05897
2007-12-03;0.05897
2007-12-04;0.05897
2007-12-05;0.05897
2007-12-06;0.05897
2007-12-07;0.1012
2007-12-08;0.1012
2007-12-09;0.1012
2007-12-10;0.1012
2007-12-11;0.1012
2007-12-12;0.0756
2007-12-13;0.0756
2007-12-14;0.0756
2007-12-15;0.0756
2007-12-16;0.0756
2007-12-17;0.07347
2007-12-18;0.07347
2007-12-19;0.07347
2007-12-20;0.07347
2007-12-21;0.07347
2007-12-22;0.04853
2007-12-23;0.04853
2007-12-24;0.04853
2007-12-25;0.04853
2007-12-26;0.04853
2007-12-27;0.03877
2007-12-28;0.03877
2007-12-29;0.03877
2007-12-30;0.03877
2007-12-31;0.03877
2008-01-01;0.03773
2008-01-02;0.03773
2008-01-03;0.03773
2008-01-04;0.03773
2008-01-05;0.03773
2008-01-06;0.03783
2008-01-07;0.03783
2008-01-08;0.03783
2008-01-09;0.03783
2008-01-10;0.03783
2008-01-11;0.03763
2008-01-12;0.03763
2008-01-13;0.03763
2008-01-14;0.03763
2008-01-15;0.03763
2008-01-16;0.03647
2008-01-17;0.03647
2008-01-18;0.03647
2008-01-19;0.03647
2008-01-20;0.03647
2008-01-21;0.04963
2008-01-22;0.04963
2008-01-23;0.04963
2008-01-24;0.04963
2008-01-25;0.04963
2008-01-26;0.07
2008-01-27;0.07
2008-01-28;0.07
2008-01-29;0.07
2008-01-30;0.07
2008-01-31;0.07007
2008-02-01;0.07007
2008-02-02;0.07007
2008-02-03;0.07007
2008-02-04;0.07007
2008-02-05;0.0703
2008-02-06;0.0703
2008-02-07;0.0703
2008-02-08;0.0703
2008-02-09;0.0703
2008-02-10;0.04643
2008-02-11;0.04643
2008-02-12;0.04643
2008-02-13;0.04643
2008-02-14;0.04643
2008-02-15;0.04233
2008-02-16;0.04233
2008-02-17;0.04233
2008-02-18;0.04233
2008-02-19;0.04233
2008-02-20;0.0416
2008-02-21;0.0416
2008-02-22;0.0416
2008-02-23;0.0416
2008-02-24;0.0416
2008-02-25;0.03893
2008-02-26;0.03893
2008-02-27;0.03893
2008-02-28;0.03893
2008-02-29;0.03893
2008-03-01;0.0387
2008-03-02;0.0387
2008-03-03;0.0387
2008-03-04;0.0387
2008-03-05;0.0387
2008-03-06;0.0408
2008-03-07;0.0408
2008-03-08;0.0408
2008-03-09;0.0408
2008-03-10;0.0408
2008-03-11;0.07163
2008-03-12;0.07163
2008-03-13;0.07163
2008-03-14;0.07163
2008-03-15;0.07163
2008-03-16;0.0705
2008-03-17;0.0705
2008-03-18;0.0705
2008-03-19;0.0705
2008-03-20;0.0705
2008-03-21;0.0705
2008-03-22;0.0705
2008-03-23;0.0705
2008-03-24;0.0705
2008-03-25;0.0705
2008-03-26;0.0654
2008-03-27;0.0654
2008-03-28;0.0654
2008-03-29;0.0654
2008-03-30;0.0654
2008-03-31;0.0703
2008-04-01;0.0703
2008-04-02;0.0703
2008-04-03;0.0703
2008-04-04;0.0703
2008-04-05;0.0704
2008-04-06;0.0704
2008-04-07;0.0704
2008-04-08;0.0704
2008-04-09;0.0704
2008-04-10;0.06783
2008-04-11;0.06783
2008-04-12;0.06783
2008-04-13;0.06783
2008-04-14;0.06783
2008-04-15;0.0602
2008-04-16;0.0602
2008-04-17;0.0602
2008-04-18;0.0602
2008-04-19;0.0602
2008-04-20;0.05763
2008-04-21;0.05763
2008-04-22;0.05763
2008-04-23;0.05763
2008-04-24;0.05763
2008-04-25;0.05723
2008-04-26;0.05723
2008-04-27;0.05723
2008-04-28;0.05723
2008-04-29;0.05723
2008-04-30;0.0561
2008-05-01;0.0561
2008-05-02;0.0561
2008-05-03;0.0561
2008-05-04;0.0561
2008-05-05;0.05673
2008-05-06;0.05673
2008-05-07;0.05673
2008-05-08;0.05673
2008-05-09;0.05673
2008-05-10;0.05637
2008-05-11;0.05637
2008-05-12;0.05637
2008-05-13;0.05637
2008-05-14;0.05637
2008-05-15;0.06027
2008-05-16;0.06027
2008-05-17;0.06027
2008-05-18;0.06027
2008-05-19;0.06027
2008-05-20;0.05793
2008-05-21;0.05793
2008-05-22;0.05793
2008-05-23;0.05793
2008-05-24;0.05793
2008-05-25;0.05657
2008-05-26;0.05657
2008-05-27;0.05657
2008-05-28;0.05657
2008-05-29;0.05657
2008-05-30;0.05667
2008-05-31;0.05667
2008-06-01;0.05667
2008-06-02;0.05667
2008-06-03;0.05667
2008-06-04;0.0569
2008-06-05;0.0569
2008-06-06;0.0569
2008-06-07;0.0569
2008-06-08;0.0569
2008-06-09;0.0572
2008-06-10;0.0572
2008-06-11;0.0572
2008-06-12;0.0572
2008-06-13;0.0572
2008-06-14;0.05697
2008-06-15;0.05697
2008-06-16;0.05697
2008-06-17;0.05697
2008-06-18;0.05697
2008-06-19;0.05653
2008-06-20;0.05653
2008-06-21;0.05653
2008-06-22;0.05653
2008-06-23;0.05653
2008-06-24;0.05657
2008-06-25;0.05657
2008-06-26;0.05657
2008-06-27;0.05657
2008-06-28;0.05657
2008-06-29;0.05657
2008-06-30;0.05657
2008-07-01;0.05657
2008-07-02;0.05657
2008-07-03;0.05657
2008-07-04;0.05677
2008-07-05;0.05677
2008-07-06;0.05677
2008-07-07;0.05677
2008-07-08;0.05677
2008-07-09;0.057
2008-07-10;0.057
2008-07-11;0.057
2008-07-12;0.057
2008-07-13;0.057
2008-07-14;0.05697
2008-07-15;0.05697
2008-07-16;0.05697
2008-07-17;0.05697
2008-07-18;0.05697
2008-07-19;0.05703
2008-07-20;0.05703
2008-07-21;0.05703
2008-07-22;0.05703
2008-07-23;0.05703
2008-07-24;0.05553
2008-07-25;0.05553
2008-07-26;0.05553
2008-07-27;0.05553
2008-07-28;0.05553
2008-07-29;0.05527
2008-07-30;0.05527
2008-07-31;0.05527
2008-08-01;0.05527
2008-08-02;0.05527
2008-08-03;0.05557
2008-08-04;0.05557
2008-08-05;0.05557
2008-08-06;0.05557
2008-08-07;0.05557
2008-08-08;0.05437
2008-08-09;0.05437
2008-08-10;0.05437
2008-08-11;0.05437
2008-08-12;0.05437
2008-08-13;0.05793
2008-08-14;0.05793
2008-08-15;0.05793
2008-08-16;0.05793
2008-08-17;0.05793
2008-08-18;0.06033
2008-08-19;0.06033
2008-08-20;0.06033
2008-08-21;0.06033
2008-08-22;0.06033
2008-08-23;0.06017
2008-08-24;0.06017
2008-08-25;0.06017
2008-08-26;0.06017
2008-08-27;0.06017
2008-08-28;0.06077
2008-08-29;0.06077
2008-08-30;0.06077
2008-08-31;0.06077
2008-09-01;0.06077
2008-09-02;0.06023
2008-09-03;0.06023
2008-09-04;0.06023
2008-09-05;0.06023
2008-09-06;0.06023
2008-09-07;0.0568
2008-09-08;0.0568
2008-09-09;0.0568
2008-09-10;0.0568
2008-09-11;0.0568
2008-09-12;0.05647
2008-09-13;0.05647
2008-09-14;0.05647
2008-09-15;0.05647
2008-09-16;0.05647
2008-09-17;0.0562
2008-09-18;0.0562
2008-09-19;0.0562
2008-09-20;0.0562
2008-09-21;0.0562
2008-09-22;0.05617
2008-09-23;0.05617
2008-09-24;0.05617
2008-09-25;0.05617
2008-09-26;0.05617
2008-09-27;0.0557
2008-09-28;0.0557
2008-09-29;0.0557
2008-09-30;0.0557
2008-10-01;0.0557
2008-10-02;0.05473
2008-10-03;0.05473
2008-10-04;0.05473
2008-10-05;0.05473
2008-10-06;0.05473
2008-10-07;0.0546
2008-10-08;0.0546
2008-10-09;0.0546
2008-10-10;0.0546
2008-10-11;0.0546
2008-10-12;0.05637
2008-10-13;0.05637
2008-10-14;0.05637
2008-10-15;0.05637
2008-10-16;0.05637
2008-10-17;0.05697
2008-10-18;0.05697
2008-10-19;0.05697
2008-10-20;0.05697
2008-10-21;0.05697
2008-10-22;0.0566
2008-10-23;0.0566
2008-10-24;0.0566
2008-10-25;0.0566
2008-10-26;0.0566
2008-10-27;0.05677
2008-10-28;0.05677
2008-10-29;0.05677
2008-10-30;0.05677
2008-10-31;0.05677
2008-11-01;0.05677
2008-11-02;0.05677
2008-11-03;0.05677
2008-11-04;0.05677
2008-11-05;0.05677
2008-11-06;0.05653
2008-11-07;0.05653
2008-11-08;0.05653
2008-11-09;0.05653
2008-11-10;0.05653
2008-11-11;0.0563
2008-11-12;0.0563
2008-11-13;0.0563
2008-11-14;0.0563
2008-11-15;0.0563
2008-11-16;0.05613
2008-11-17;0.05613
2008-11-18;0.05613
2008-11-19;0.05613
2008-11-20;0.05613
2008-11-21;0.05583
2008-11-22;0.05583
2008-11-23;0.05583
2008-11-24;0.05583
2008-11-25;0.05583
2008-11-26;0.05587
2008-11-27;0.05587
2008-11-28;0.05587
2008-11-29;0.05587
2008-11-30;0.05587
